_id,0_OCLCCN,01_isbn,02_isbn_pubname,03_isbn_countryname,10_title,11_statement_of_responsibility,12_publisher_place,13_publisher_name,14_publication_date,15_content_code,16_content_type_term,17_content_source,18_media_code,19_media_type_term,1_leader_type,20_media_source,21_carrier_code,22_topical_term,23_form_subdivision,24_heading_source,25_authority_record_control_num,26_geographical_subdivision,27_geo_name,28_geo_source_of_headingwterm,29_geo_arn,2_physical_desc,31_host_item,32_series_title,33_series_volume,34_form_data,35_source_of_term,36_index_arn,3_place,4_language,5_catalogue_source,6_lccn,8_personal_name,9_relation,cluster_name,cluster_number,cluster_name_connaway,cluster_num_connaway,
55,48263656,822540762,Lerner Publications,English,Georgia /,by Rita C. LaDoux.,Minneapolis :,"Lerner Publications Co.,",©2002.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Georgia.,fast,(OCoLC)fst01204622,Blanks,Blanks,Hello U.S.A.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2001006404,"LaDoux, Rita,",Blanks,Lerner,1,Lerner,1,
56,48263657,822540789,Lerner Publications,English,Iowa /,by Rita C. LaDoux.,Minneapolis :,"Lerner Publications Co.,",©2002.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Iowa.,fast,(OCoLC)fst01205835,Blanks,Blanks,Hello U.S.A.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2001006406,"LaDoux, Rita,",Blanks,Lerner,1,Lerner,1,
57,48263660,822540797,Lerner Publications,English,Delaware /,by Dottie Brown.,Minneapolis :,"Lerner Publications Co.,",©2002.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Delaware.,fast,(OCoLC)fst01204929,Blanks,Blanks,Hello U.S.A.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2001006409,"Brown, Dottie,",Blanks,Lerner,1,Lerner,1,
58,49305308,822500973,Lerner Publications,English,Lyndon B. Johnson /,Debbie Levy.,Minneapolis :,"Lerner Publications Co.,",©2003.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Presidents.,Juvenile literature.,fast,(OCoLC)fst01075723,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Presidential leaders.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2002000953,"Levy, Debbie.",Blanks,Lerner,1,Lerner,1,
59,50606365,082254668X,Lerner Publications,English,Buzzing bumblebees /,by Joelle Riley.,Minneapolis :,"Lerner,",©2003.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Bees.,Juvenile literature.,sears,(OCoLC)fst00841580,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Pull ahead books.,Blanks,Children's nonfiction.,fast,(OCoLC)fst01411637,mn,en,Blanks,2002013955,"Riley, Joelle.",Blanks,Lerner,1,Lerner,1,
60,52079759,822530740,Lerner Publications,English,Your travel guide to America's Old West /,Rita J. Markel.,Minneapolis :,"Lerner Publications Co.,",©2004.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Travel.,Juvenile literature.,fast,(OCoLC)fst01155558,West (U.S.),West (U.S.),unknown,(OCoLC)fst01243255,Blanks,Blanks,"Passport to history (Minneapolis, Minn.)",Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2003005620,"Markel, Rita J.",Blanks,Lerner,1,Lerner,1,
61,55764286,822524732,Lerner Publications,English,Steven Spielberg /,Tom Powers.,Minneapolis :,"Lerner Publications,",©2005.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Motion picture producers and directors,Biography.,sears,(OCoLC)fst01027225,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Just the facts biographies.,Blanks,Children's nonfiction.,fast,(OCoLC)fst01411637,mn,en,Blanks,2004014658,"Powers, Tom",Blanks,Lerner,1,Lerner,1,
62,6280640,822510928,Lerner Publications,English,Horseback riding is for me /,text by Art Thomas and Emily Blackburn ; photographs by Art Thomas and Tom Galvin.,Minneapolis :,"Lerner Publications Co.,",©1981.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Horseback riding.,Juvenile literature.,sears,(OCoLC)fst00960561,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Sports for me books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,80013081,"Thomas, Art,",Blanks,Lerner,1,Lerner,1,
63,694172106,761361081,Twenty-First Century Books; Millbrook Press,English,Power up to fight pollution /,Lisa Bullard ; illustrated by Wes Thomas.,"Minneapolis, MN :","Lerner,",©2012.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Environmental protection.,Juvenile literature.,sears,(OCoLC)fst01070069,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Cloverleaf books.,Blanks,High interest-low vocabulary books.,lcgft,(OCoLC)fst01411637,mn,en,Blanks,2010048862,"Bullard, Lisa.",Blanks,Lerner,1,Lerner,1,
64,70054310,822565684,Lerner Publications,English,Concept cars /,by Jeffrey Zuehlke.,"Minneapolis, MN :","Lerner Publications Co.,",©2007.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Automobiles.,Juvenile literature.,sears,(OCoLC)fst00918402,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Motor mania.,Blanks,Children's nonfiction.,fast,(OCoLC)fst01411637,mn,en,Blanks,2006018805,"Zuehlke, Jeffrey,",Blanks,Lerner,1,Lerner,1,
65,701242165,761367438,Twenty-First Century Books; Millbrook Press,English,From the Model T to hybrid cars :,Jennifer Boothroyd.,Minneapolis :,"Lerner Publications Co.,",2012,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Transportation.,Juvenile literature.,sears,(OCoLC)fst01155007,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Lightning bolt books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2011001113,"Boothroyd, Jennifer,",Blanks,Lerner,1,Lerner,1,
66,71322310,822564661,Lerner Publications,English,Meerkats /,by Conrad J. Storad.,Minneapolis :,"Lerner Publications Co.,",©2007.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Meerkat.,Juvenile literature.,fast,(OCoLC)fst01015489,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Early bird nature books.,Blanks,Children's nonfiction.,fast,(OCoLC)fst01411637,mn,en,Blanks,2006030161,"Storad, Conrad J.",Blanks,Lerner,1,Lerner,1,
67,7461390,822504391,Lerner Publications,English,Yesterday's trains /,Patrick C. Dorin.,Minneapolis :,"Lerner Publications Co.,",©1981.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Railroads.,Juvenile literature.,fast,(OCoLC)fst01088711,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Superwheels & thrill sports.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,81003696,"Dorin, Patrick C.",Blanks,Lerner,1,Lerner,1,
68,747331870,076136739X,Twenty-First Century Books; Millbrook Press,English,Can you tell a coyote from a wolf? /,Buffy Silverman.,Minneapolis :,"Lerner,",©2012.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Wolves.,Juvenile literature.,sears,(OCoLC)fst01176536,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Lightning bolt books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2011033092,"Silverman, Buffy.",Blanks,Lerner,1,Lerner,1,
69,76261762,822508974,Lerner Publications,English,Central coast missions in California /,by June Behrens.,Minneapolis :,"Lerner Publications Co.,",©2008.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Spanish mission buildings.,Juvenile literature.,fast,(OCoLC)fst01128622,Pacific Coast,California,fast,(OCoLC)fst01243509,Blanks,Blanks,Exploring California missions.,Blanks,Local history.,fast,(OCoLC)fst01411631,mn,en,Blanks,2006036848,"Behrens, June.",Blanks,Lerner,1,Lerner,1,
70,7733765,822510995,Lerner Publications,English,Bowling is for me /,Mark Lerner ; photographs by Robert L. Wolfe.,Minneapolis :,"Lerner Publications Co.,",©1981.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Bowling.,Juvenile literature.,sears,(OCoLC)fst00837232,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Sports for me books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,81012433,"Lerner, Mark.",Blanks,Lerner,1,Lerner,1,
71,793497183,9.78E+12,Penguin Books,Blanks,Josh Hutcherson :,Jody Jensen Shaffer.,Minneapolis :,"Lerner Publications Co.,",©2013.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Actors,Biography.,sears,(OCoLC)fst00796296,United States.,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Pop culture bios.,Blanks,Children's nonfiction.,fast,(OCoLC)fst01411637,mn,en,Blanks,2012017526,"Shaffer, Jody Jensen.",Blanks,Lerner,1,Lerner,1,
72,8222005,822514737,Lerner Publications,English,Mushrooms /,by Sylvia A. Johnson ; photographs by Masana Izawa ; [translation by Chaim Uri].,Minneapolis :,"Lerner Publications Co.,",1982,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Fungi.,Juvenile literature.,sears,(OCoLC)fst01030235,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Lerner natural science book.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,82000212,"Johnson, Sylvia A.",Blanks,Lerner,1,Lerner,1,
73,8345255,822514699,Lerner Publications,English,Cactus /,by Cynthia Overbeck ; photographs by Shabo Hani.,Minneapolis :,"Lerner Publications Co.,",1982,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Desert plants.,Juvenile literature.,sears,(OCoLC)fst00891173,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Lerner natural science book.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,82000211,"Bix, Cynthia Overbeck.",Blanks,Lerner,1,Lerner,1,
74,9682203,822511444,Lerner Publications,English,Racquetball is for me /,Mark Lerner ; photographs by Bob and Diane Wolfe.,Minneapolis :,"Lerner Publications Co.,",©1983.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Racquetball.,Juvenile literature.,fast,(OCoLC)fst01086696,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Sports for me books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,83013611,"Lerner, Mark.",Blanks,Lerner,1,Lerner,1,
75,103498,9.78E+12,Blanks,Blanks,Perspectives in economics :,"edited by Alan A. Brown, Egon Neuberger [and] Malcolm Palmatier.",New York :,"McGraw-Hill,",[©1971],txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Economics.,Blanks,fast,(OCoLC)fst00902116,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,77126745,Blanks,Blanks,MGH,2,MGH,2,
76,1621947,822504111,Lerner Publications,English,The Daytona 500 /,Robert K. Krishef.,Minneapolis :,"Lerner Publications Co.,",©1976.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Automobile racing.,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,74033527,"Krishef, Robert K.",Blanks,Lerner,1,Lerner,1,
77,2372609,822508869,Lerner Publications,English,Camping out /,by Rebecca Anders ; pictures by G. Overlie.,Minneapolis :,"Lerner Publications Co.,",©1976.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Camping.,Juvenile literature.,fast,(OCoLC)fst00844926,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,76012059,"Anders, Rebecca.",Blanks,Lerner,1,Lerner,1,
78,4674846,822511142,Lerner Publications,English,Plurals :,Joan Hanson.,Minneapolis :,"Lerner Publications Co.,",©1979.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,English language,Juvenile literature.,fast,(OCoLC)fst00911408,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,78070463,"Hanson, Joan.",Blanks,Lerner,1,Lerner,1,
79,4983327,0,Blanks,Blanks,Manual de derecho penal :,Ricardo C. Nun?ez.,Cordoba [Argentina] :,"Lerner Ediciones,",1975,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Criminal law.,Blanks,fast,(OCoLC)fst00883328,Argentina.,Argentina.,fast,(OCoLC)fst01205614,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ag,sp,Blanks,77154662,"Nun?ez, Ricardo C.",Blanks,Lerner,1,Lerner,1,
80,5101572,822510863,Lerner Publications,English,Bicycling is for me /,text and photos. by Art Thomas.,Minneapolis :,"Lerner Publications Co.,",©1979.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Cycling.,Juvenile literature.,sears,(OCoLC)fst00885857,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Sports for me books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,79015447,"Thomas, Art,",Blanks,Lerner,1,Lerner,1,
81,5170742,822510588,Lerner Publications,English,Basketball's high flyers /,Nathan Aaseng.,Minneapolis :,"Lerner Publications Co.,",©1980.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Basketball players,Biography.,sears,(OCoLC)fst00828280,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,79017137,"Aaseng, Nathan.",Blanks,Lerner,1,Lerner,1,
82,6667116,0,Blanks,Blanks,Consuelo Kanaga :,Blanks,"New York, N.Y. :","Lerner-Heller Gallery,",[©1974],txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Photography, Artistic.",Exhibitions.,fast,(OCoLC)fst01061964,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Exhibition catalogs.,fast,(OCoLC)fst01424028,ny,en,Blanks,80119529,"Kanaga, Consuelo,",Blanks,Lerner,1,Lerner,1,
83,671916654,761354476,Twenty-First Century Books; Millbrook Press,English,Exploring space travel /,Laura Hamilton Waxman.,Minneapolis :,"Lerner Publications Company,","[2011], ©2012.",txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Space flight.,Juvenile literature.,sears,(OCoLC)fst01007789,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Searchlight books.,Blanks,Children's nonfiction.,fast,(OCoLC)fst01411637,mn,en,Blanks,2010042471,"Waxman, Laura Hamilton,",Blanks,Lerner,1,Lerner,1,
84,219049,0,Blanks,Blanks,Materials in civil procedure,[by] Sherman L. Cohn.,"Washington,",Lerner Law Book Co.,[1968],txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Civil procedure.,Cases.,fast,(OCoLC)fst00862585,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,"Trials, litigation, etc.",fast,(OCoLC)fst01423712,dc,en,Blanks,71000313,"Cohn, Sherman L.,",Blanks,Lerner,1,Lerner,1,
85,1001456864,9.78E+12,Harcourt Brace Jovanovich,Blanks,Helicopters on the Go.,Blanks,Blanks,Lernerclassroom,2018,Blanks,Blanks,Blanks,Blanks,Blanks,a,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
86,149381352,082253181X,Lerner Publications,English,Ser Responsable/Being Responsible.,Blanks,Blanks,Lerner Pub Group,2005,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Responsibility,Juvenile literature.,fast,(OCoLC)fst01095857,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works,fast,(OCoLC)fst01411637,xx,sp,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
87,419830752,822585316,Lerner Publications,English,Astrobiology.,Blanks,Blanks,Lernerclassroom,2007,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Exobiology.,Juvenile literature.,fast,(OCoLC)fst00918219,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
88,419834120,822590174,Lerner Publications,English,Hurricanes.,Blanks,Blanks,Lernerclassroom,2007,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
89,809027697,9.78E+12,Penguin Books,Blanks,Deadly Danger Zones.,Blanks,Blanks,Lernerclassroom,2013,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Wilderness survival.,Juvenile literature.,fast,(OCoLC)fst01175202,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
90,809027756,9.78E+12,Penguin Books,Blanks,Zo?kravitz,Blanks,Blanks,Lernerclassroom,2013,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Singers,Biography.,sears,Blanks,United States,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,2012022459,Blanks,Blanks,Lerner,1,Lerner,1,
91,870986214,9.78E+12,Penguin Books,Blanks,What's Great About Florida?,Blanks,Blanks,Lernerclassroom,2014,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
92,870986233,9.78E+12,Penguin Books,Blanks,What's Great About Alabama?,Blanks,Blanks,Lernerclassroom,2014,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Alabama.,fast,(OCoLC)fst01204694,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
93,903163096,9.78E+12,Penguin Books,Blanks,Gases,Blanks,[Place of publication not identified] :,"Lernerclassroom,",2012,txt,text,rdacontent,c,computer,a,rdamedia,cr,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,cr |||||||||||,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Hoffmann, Sara E.",Blanks,Lerner,1,Lerner,1,
94,944401989,761356835,Twenty-First Century Books; Millbrook Press,English,Night sky.,Blanks,[Place of publication not identified] :,"Lernerclassroom,",2010,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Nelson, Robin.",Blanks,Lerner,1,Lerner,1,
95,946598246,1580138306,British Standards Institution,English,George h. w. bush.,Blanks,[Place of publication not identified] :,"Lernerclassroom,",2007,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Welch, Catherine A.",Blanks,Lerner,1,Lerner,1,
96,946924481,822590441,Lerner Publications,English,Sneakers.,Blanks,[Place of publication not identified] :,"Lernerclassroom,",2006,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Cobb, Vicki.",Blanks,Lerner,1,Lerner,1,
97,947067920,822549700,Lerner Publications,English,Albert einstein.,Blanks,[Place of publication not identified] :,"Lernerclassroom,",2004,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Mcpherson, Stephanie Sammartino.",Blanks,Lerner,1,Lerner,1,
98,948556872,9.79E+12,Blanks,Blanks,Easy menu ethnic cookbooks.,Blanks,[Place of publication not identified] :,"Lerner Publications,",1986,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
99,954540165,9.78E+12,Harcourt Brace Jovanovich,Blanks,"Look, a clown fish!",Blanks,[Place of publication not identified] :,"Lerner Publications,",2016,txt,text,rdacontent,c,computer,a,rdamedia,cr,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,cr |n|||||||||,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Kenan, Tessa.",Blanks,Lerner,1,Lerner,1,
100,971514875,9.78E+12,Harcourt Brace Jovanovich,Blanks,Crayola Fall Colors.,Blanks,Blanks,Lernerclassroom,2017,Blanks,Blanks,Blanks,Blanks,Blanks,a,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
101,233688284,822595273,Lerner Publications,English,Cat's out of the bag :,Blanks,[Place of publication not identified] :,Lerner Pub. Group,0,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Shere Irene.,Blanks,Lerner,1,Lerner,1,
102,500475969,822502992,Lerner Publications,English,Plants that eat insects :,Blanks,USA :,"Lerner Pubs.,",1975,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Dean, Anabel.",Blanks,Lerner,1,Lerner,1,
103,809916848,0,Blanks,Blanks,Soil /,"Scott, John [and others].",[Place of publication not identified] :,Lerner Publications Co.,0,txt,text,rdacontent,c,computer,a,rdamedia,cr,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,cr |n|||||||||,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
104,918931198,9.78E+12,Penguin Books,Blanks,Going ice fishing :,Blanks,[Place of publication not identified] :,"Lerner Publications,",2015,txt,text,rdacontent,c,computer,a,rdamedia,cr,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,cr |n|||||||||,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Schuh, Mari.",Blanks,Lerner,1,Lerner,1,
105,941515521,761366059,Twenty-First Century Books; Millbrook Press,English,Tricky journeys 3 :,Blanks,[Place of publication not identified] :,"Lerner Publications,",2011,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Schweizer, Chris.",Blanks,Lerner,1,Lerner,1,
106,945944908,082259255X,Lerner Publications,English,Twisted journeys 14 :,Blanks,[Place of publication not identified] :,"Lerner Publications,",2010,txt,text,rdacontent,n,unmediated,a,rdamedia,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Jolley, Dan.",Blanks,Lerner,1,Lerner,1,
107,946283775,1580138349,British Standards Institution,English,Your body battles a broken bone.,Blanks,[Place of publication not identified] :,"Lernerclassroom,",2008,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Bones,Juvenile literature.,sears,(OCoLC)fst00836043,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,xx,en,Blanks,2008002837,"Cobb, Vicki.",Blanks,Lerner,1,Lerner,1,
108,236192177,0,Blanks,Blanks,Editorial :,Blanks,Blanks,"Lerner Communications, Inc., Lincolnwood, IL",1978,txt,text,rdacontent,c,computer,a,rdamedia,cr,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,il,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
